FIPS,county,state,number,Geographic Area,County,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,FIPS_Code,State,Area_name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
2060,Bristol Bay,AK,AK-501,".Bristol Bay Borough, Alaska",Bristol Bay Borough[a],"1,002","1,030",979,951,947,904,902,869,880,836,2060.0,AK,"Bristol Bay Borough, AK",6.4,5.4,6.7,6.1,6.3,5.9,5.4,4.7,4.7,4.9,10.1,9.1,10.0,9.0,7.9,8.9,6.8,5.9,5.6,5.3,7.4,"87,950",113.9
2068,Denali,AK,AK-501,".Denali Borough, Alaska",Denali Borough[a],"1,835","1,872","1,908","1,943","1,916","1,933","2,055","2,084","2,032","2,097",2068.0,AK,"Denali Borough, AK",7.2,6.4,7.3,8.7,7.9,6.6,5.8,6.1,5.9,8.5,12.3,14.0,13.9,12.6,10.2,8.4,8.7,8.4,7.2,7.4,15.7,"78,434",101.6
2070,Dillingham,AK,AK-501,".Dillingham Census Area, Alaska",Dillingham Census Area[b],"4,850","4,947","4,949","4,978","4,983","4,988","4,970","4,940","4,991","4,916",2070.0,AK,"Dillingham Census Area, AK",7.3,8.0,10.0,11.0,10.9,10.7,9.5,9.0,9.0,10.5,10.5,10.8,10.0,10.2,9.9,9.3,9.3,8.4,7.4,7.0,8.2,"57,436",74.4
2090,Fairbanks North Star,AK,AK-501,".Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough[a],"98,264","98,120","100,311","100,933","99,254","99,636","100,633","99,675","98,565","96,849",2090.0,AK,"Fairbanks North Star Borough, AK",6.1,5.9,6.5,6.9,6.4,5.9,5.7,5.5,5.9,7.3,6.9,6.6,6.2,5.9,5.7,5.3,5.6,5.7,5.2,4.7,6.4,"74,076",95.9
2100,Haines,AK,AK-501,".Haines Borough, Alaska",Haines Borough[a],"2,501","2,574","2,577","2,558","2,555","2,516","2,531","2,524","2,488","2,530",2100.0,AK,"Haines Borough, AK",8.0,9.8,11.3,11.5,9.9,9.0,8.1,7.3,8.6,9.3,11.0,10.2,10.1,10.1,10.6,9.5,9.8,8.3,8.8,7.9,15.6,"62,548",81.0
2105,Hoonah-Angoon,AK,AK-501,".Hoonah-Angoon Census Area, Alaska",Hoonah–Angoon Census Area[b],"2,107","2,085","2,114","2,116","2,098","2,132","2,121","2,139","2,155","2,148",2105.0,AK,"Hoonah-Angoon Census Area, AK",,,,,,,,,,,14.5,15.4,14.6,14.7,14.9,14.7,11.3,11.5,11.5,10.0,13.5,"53,141",68.8
2110,Juneau,AK,AK-501,".Juneau City and Borough, Alaska","Juneau, City and Borough of[a][d]","31,387","32,161","32,384","32,594","32,481","32,615","32,412","32,098","32,037","31,974",2110.0,AK,"Juneau Borough/city, AK",4.6,4.7,5.4,5.7,5.8,5.4,4.9,4.5,4.6,6.1,6.1,5.7,5.2,5.1,5.0,4.6,4.3,4.3,4.0,3.9,6.6,"85,419",110.6
2122,Kenai Peninsula,AK,AK-501,".Kenai Peninsula Borough, Alaska",Kenai Peninsula Borough[a],"55,554","56,299","56,900","57,014","57,558","58,034","58,458","58,558","58,561","58,708",2122.0,AK,"Kenai Peninsula Borough, AK",8.2,8.1,9.5,10.1,9.6,8.8,8.2,7.8,7.9,10.1,10.3,9.7,8.8,8.1,7.7,7.6,8.2,7.7,6.9,6.0,9.1,"68,625",88.9
2130,Ketchikan Gateway,AK,AK-501,".Ketchikan Gateway Borough, Alaska",Ketchikan Gateway Borough[a],"13,573","13,674","13,729","13,722","13,802","13,702","13,707","13,834","13,856","13,901",2130.0,AK,"Ketchikan Gateway Borough, AK",6.2,6.6,8.3,8.0,7.5,6.8,6.1,5.6,5.7,7.3,9.1,8.8,8.3,7.9,7.7,6.7,6.2,5.7,5.5,5.5,9.6,"75,706",98.1
2150,Kodiak Island,AK,AK-501,".Kodiak Island Borough, Alaska",Kodiak Island Borough[a],"13,646","13,806","14,037","14,093","13,907","13,767","13,728","13,512","13,250","12,998",2150.0,AK,"Kodiak Island Borough, AK",8.3,8.8,8.9,9.6,8.8,8.3,7.5,6.2,6.6,7.4,7.6,7.6,6.8,6.2,5.6,4.7,4.9,4.7,5.4,4.9,6.2,"79,669",103.2
2164,Lake and Peninsula,AK,AK-501,".Lake and Peninsula Borough, Alaska",Lake and Peninsula Borough[a],"1,639","1,649","1,649","1,667","1,647","1,595","1,600","1,612","1,596","1,592",2164.0,AK,"Lake and Peninsula Borough, AK",5.2,6.2,7.5,8.1,9.8,7.3,6.0,5.4,6.6,8.4,14.9,15.4,15.4,15.6,16.1,12.1,11.9,11.0,10.2,8.9,9.4,"51,693",67.0
2170,Matanuska-Susitna,AK,AK-501,".Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough[a],"89,732","91,725","93,677","95,880","98,103","101,062","104,119","106,232","107,115","108,317",2170.0,AK,"Matanuska-Susitna Borough, AK",7.3,7.0,8.2,8.6,8.3,7.7,7.5,7.1,7.3,9.1,9.8,9.4,8.8,8.4,7.9,7.4,7.9,7.7,6.8,6.1,8.3,"75,856",98.3
2180,Nome,AK,AK-501,".Nome Census Area, Alaska",Nome Census Area[b],"9,543","9,776","9,824","9,852","9,810","9,893","9,966","10,025","10,053","10,004",2180.0,AK,"Nome Census Area, AK",9.6,9.6,9.9,10.7,11.6,12.5,12.1,11.0,10.0,12.0,13.0,12.6,11.8,12.4,12.1,11.5,12.2,11.3,10.4,9.8,10.5,"58,464",75.7
2185,North Slope,AK,AK-501,".North Slope Borough, Alaska",North Slope Borough[a],"9,478","9,554","9,698","9,792","9,776","9,788","9,694","9,795","9,850","9,832",2185.0,AK,"North Slope Borough, AK",8.4,7.4,8.5,10.2,10.2,9.1,6.8,5.3,4.1,4.9,8.3,7.8,7.9,7.4,5.9,5.5,6.5,6.9,6.3,5.6,5.9,"84,784",109.8
2188,Northwest Arctic,AK,AK-501,".Northwest Arctic Borough, Alaska",Northwest Arctic Borough[a],"7,560","7,705","7,705","7,725","7,772","7,772","7,691","7,795","7,694","7,621",2188.0,AK,"Northwest Arctic Borough, AK",9.0,9.8,11.3,13.0,13.3,11.9,11.4,10.7,11.2,12.2,13.9,15.8,15.9,16.5,16.8,15.5,15.4,15.2,12.6,12.6,12.0,"61,660",79.9
2195,Petersburg,AK,AK-501,".Petersburg Borough, Alaska",Petersburg Borough[a][e],"3,219","3,255","3,277","3,291","3,261","3,253","3,260","3,264","3,244","3,266",2195.0,AK,"Petersburg Borough, AK",,,,,,,,,,,8.2,8.5,8.2,8.7,9.3,8.7,8.6,8.6,7.9,7.8,8.7,"71,296",92.3
2201,Prince of Wales,AK,AK-501,,,,,,,,,,,,,2201.0,AK,"Prince of Wales-Outer Ketchikan Census Area, AK",14.1,15.1,15.4,14.4,13.5,13.2,14.3,13.4,13.4,15.7,,,,,,,,,,,,,
2220,Sitka,AK,AK-501,".Sitka City and Borough, Alaska","Sitka, City and Borough of[a][f]","8,881","8,884","9,017","8,973","8,838","8,778","8,736","8,641","8,554","8,493",2220.0,AK,"Sitka Borough/city, AK",4.8,4.7,5.8,6.1,6.3,5.6,5.4,5.1,5.6,6.4,6.5,6.2,5.7,5.5,5.0,4.4,4.4,4.2,3.8,3.6,6.9,"80,660",104.5
2232,Skagway,AK,AK-501,,,,,,,,,,,,,2232.0,AK,"Skagway-Hoonah-Angoon Census Area, AK",9.8,11.6,12.2,11.8,13.2,13.4,12.7,12.3,12.5,15.1,,,,,,,,,,,,,
2240,Southeast Fairbanks,AK,AK-501,".Southeast Fairbanks Census Area, Alaska",Southeast Fairbanks Census Area[b],"7,061","7,150","7,172","6,986","6,925","6,812","6,857","6,892","6,937","6,893",2240.0,AK,"Southeast Fairbanks Census Area, AK",12.3,12.8,13.7,12.8,12.0,10.6,10.7,8.6,8.5,9.9,12.3,12.7,13.0,13.2,13.0,10.3,10.3,9.6,8.8,7.9,7.4,"69,646",90.2
2261,Valdez-Cordova,AK,AK-501,".Valdez-Cordova Census Area, Alaska",Valdez–Cordova Census Area[b],"9,657","9,740","9,734","9,781","9,478","9,319","9,314","9,220","9,161","9,202",2261.0,AK,"Valdez-Cordova Census Area, AK",7.6,8.6,9.8,10.0,9.9,9.6,8.5,8.4,8.1,8.7,9.7,10.1,9.8,10.0,9.5,8.4,8.2,7.2,6.7,6.7,8.7,"74,574",96.6
2270,Wade Hampton,AK,AK-501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,Wrangell City,AK,AK-501,,,,,,,,,,,,,2280.0,AK,"Wrangell-Petersburg Census Area, AK",9.7,10.1,11.2,12.0,12.4,10.1,9.6,9.5,10.3,10.7,,,,,,,,,,,,,
2282,Yakutat,AK,AK-501,".Yakutat City and Borough, Alaska","Yakutat, City and Borough of[a][g]",662,656,664,651,655,635,612,602,596,579,2282.0,AK,"Yakutat Borough/city, AK",6.8,8.8,9.1,10.9,10.7,10.6,9.7,6.8,7.2,11.8,11.1,11.0,9.8,9.5,9.9,8.5,8.2,8.6,7.3,6.7,8.5,"61,587",79.8
2290,Yukon-Koyukuk,AK,AK-501,".Yukon-Koyukuk Census Area, Alaska",Yukon–Koyukuk Census Area[b],"5,612","5,629","5,622","5,560","5,462","5,465","5,423","5,409","5,359","5,230",2290.0,AK,"Yukon-Koyukuk Census Area, AK",11.5,10.8,12.8,13.3,12.0,11.8,13.1,13.6,13.6,14.4,17.8,18.8,17.6,18.4,18.7,17.8,17.2,16.6,13.6,12.6,12.1,"42,063",54.5
4001,Apache,AZ,AZ-500,".Apache County, Arizona",Apache,"71,829","72,182","72,229","72,322","71,796","71,012","71,381","71,545","71,731","71,887",4001.0,AZ,"Apache County, AZ",9.0,9.4,11.1,11.9,11.4,10.4,10.2,8.6,11.0,15.4,16.3,18.3,19.0,18.5,15.7,13.3,11.6,10.4,9.9,10.1,12.8,"35,386",57.0
4003,Cochise,AZ,AZ-502,".Cochise County, Arizona",Cochise,"131,822","133,097","132,017","129,578","127,314","126,454","125,686","124,864","126,411","125,922",4003.0,AZ,"Cochise County, AZ",4.5,4.8,6.0,5.7,4.9,4.8,4.6,4.0,5.5,7.8,9.3,9.5,9.0,9.3,8.4,7.3,6.3,5.6,5.6,5.8,7.0,"48,650",78.4
4005,Coconino,AZ,AZ-502,".Coconino County, Arizona",Coconino,"134,612","134,275","136,146","136,699","137,566","138,962","140,407","141,001","142,523","143,476",4005.0,AZ,"Coconino County, AZ",4.4,4.7,5.5,5.7,5.3,4.9,4.5,3.7,5.3,8.3,9.8,9.5,8.6,8.2,7.1,6.5,6.1,5.6,5.5,5.8,9.7,"58,301",94.0
4007,Gila,AZ,AZ-500,".Gila County, Arizona",Gila,"53,561","53,440","52,994","53,005","53,044","52,978","53,356","53,578","53,801","54,018",4007.0,AZ,"Gila County, AZ",5.3,5.8,7.6,7.3,6.4,5.9,5.3,4.2,6.1,11.1,12.4,11.5,10.2,9.7,8.3,7.9,7.3,6.1,5.8,5.7,7.7,"45,980",74.1
4009,Graham,AZ,AZ-500,".Graham County, Arizona",Graham,"37,152","37,126","37,015","37,433","38,099","37,860","37,807","37,481","37,995","38,837",4009.0,AZ,"Graham County, AZ",5.5,6.3,7.8,7.0,6.6,6.0,5.2,4.2,6.7,14.7,12.8,9.9,8.5,7.8,7.4,7.4,6.8,5.5,5.1,4.9,6.3,"50,685",81.7
4011,Greenlee,AZ,AZ-500,".Greenlee County, Arizona",Greenlee,"8,339","8,585","8,764","8,916","9,349","9,577","9,643","9,443","9,448","9,498",4011.0,AZ,"Greenlee County, AZ",4.2,7.2,7.6,7.0,5.1,4.8,3.9,3.2,5.0,18.5,16.3,11.0,8.2,5.9,6.5,7.9,7.7,5.1,4.1,4.0,5.5,"68,066",109.7
4012,La Paz,AZ,AZ-500,".La Paz County, Arizona",La Paz,"20,497","20,604","20,521","20,522","20,516","20,466","20,648","20,706","21,039","21,108",4012.0,AZ,"La Paz County, AZ",6.4,6.7,6.9,7.1,6.7,6.7,5.9,5.0,7.3,9.6,10.2,9.8,8.6,8.2,7.6,7.5,6.1,5.5,6.2,6.0,7.1,"39,407",63.5
4013,Maricopa,AZ,AZ-502,".Maricopa County, Arizona",Maricopa,"3,825,110","3,874,996","3,947,505","4,017,723","4,093,648","4,172,905","4,256,143","4,327,184","4,402,403","4,485,414",4013.0,AZ,"Maricopa County, AZ",3.2,4.2,5.7,5.2,4.4,4.0,3.7,3.2,5.1,8.9,9.5,8.5,7.3,6.6,5.8,5.1,4.7,4.2,4.1,4.2,7.4,"68,634",110.7
4015,Mohave,AZ,AZ-500,".Mohave County, Arizona",Mohave,"200,314","202,812","203,347","203,126","203,423","204,574","205,412","207,017","209,292","212,181",4015.0,AZ,"Mohave County, AZ",4.5,4.8,5.7,4.9,4.4,4.3,4.4,4.6,7.2,11.1,12.9,12.2,11.0,10.4,8.7,8.0,6.7,6.0,5.7,5.9,10.0,"49,712",80.1
4017,Navajo,AZ,AZ-500,".Navajo County, Arizona",Navajo,"107,697","107,552","107,313","107,135","107,701","107,638","108,467","109,079","110,242","110,924",4017.0,AZ,"Navajo County, AZ",7.3,7.6,8.6,8.6,8.5,8.0,7.5,6.3,9.5,14.9,14.6,14.7,14.1,13.6,11.1,9.7,8.4,7.7,7.7,7.6,10.1,"40,676",65.6
4019,Pima,AZ,AZ-501,".Pima County, Arizona",Pima,"981,620","988,381","993,052","997,127","1,004,229","1,009,103","1,016,707","1,026,391","1,036,554","1,047,279",4019.0,AZ,"Pima County, AZ",3.7,4.3,5.8,5.4,4.6,4.5,4.1,3.6,5.5,8.8,9.3,8.4,7.4,6.8,6.0,5.5,5.0,4.6,4.4,4.5,7.7,"56,150",90.5
4021,Pinal,AZ,AZ-500,".Pinal County, Arizona",Pinal,"379,094","378,041","382,251","385,398","395,322","405,614","417,193","431,564","446,806","462,789",4021.0,AZ,"Pinal County, AZ",4.6,5.4,7.4,7.0,6.0,5.6,5.1,4.5,7.0,12.0,10.6,9.7,8.5,8.1,7.0,6.3,5.6,5.1,5.0,5.0,7.5,"62,067",100.1
4023,Santa Cruz,AZ,AZ-500,".Santa Cruz County, Arizona",Santa Cruz,"47,415","47,667","47,359","46,939","46,636","46,542","46,400","46,566","46,395","46,498",4023.0,AZ,"Santa Cruz County, AZ",8.2,8.7,10.2,9.6,9.5,8.6,7.8,7.2,10.4,15.4,15.2,15.4,15.5,15.5,13.0,11.5,10.2,9.6,9.2,8.7,11.4,"47,779",77.0
4025,Yavapai,AZ,AZ-500,".Yavapai County, Arizona",Yavapai,"210,983","211,044","211,990","214,421","217,716","220,805","224,575","228,082","231,772","235,099",4025.0,AZ,"Yavapai County, AZ",4.0,4.4,5.5,5.1,4.6,4.4,4.1,3.6,5.8,10.2,10.6,9.8,8.6,7.8,6.4,5.6,5.0,4.6,4.4,4.6,7.5,"54,242",87.4
4027,Yuma,AZ,AZ-500,".Yuma County, Arizona",Yuma,"197,127","202,841","202,475","202,420","204,054","205,186","207,247","209,507","211,612","213,787",4027.0,AZ,"Yuma County, AZ",16.4,16.6,17.1,17.0,15.7,15.9,15.2,13.7,17.4,22.5,25.0,24.1,23.9,25.6,22.9,21.8,19.1,17.2,17.0,16.8,17.1,"47,024",75.8
5001,Arkansas,AR,AR-503,".Arkansas County, Arkansas",Arkansas,"19,009","18,871","18,964","18,755","18,479","18,330","18,154","17,872","17,726","17,486",5001.0,AR,"Arkansas County, AR",4.5,4.5,6.0,5.4,5.9,7.1,7.7,8.9,9.7,15.5,17.9,11.6,8.4,7.1,5.2,4.1,3.4,3.3,3.3,3.0,4.0,"52,539",107.2
5003,Ashley,AR,AR-505,".Ashley County, Arkansas",Ashley,"21,829","21,673","21,515","21,278","20,956","20,838","20,530","20,311","20,012","19,657",5003.0,AR,"Ashley County, AR",5.8,7.3,7.6,9.3,9.3,8.4,7.6,8.3,7.5,10.4,9.6,10.5,11.5,10.4,8.9,7.5,6.1,5.6,5.3,5.4,9.3,"47,744",97.4
5005,Baxter,AR,AR-503,".Baxter County, Arkansas",Baxter,"41,510","41,349","41,080","40,983","40,888","41,138","41,131","41,308","41,624","41,932",5005.0,AR,"Baxter County, AR",4.1,5.3,6.3,6.5,6.1,5.6,5.4,5.5,6.0,9.2,9.1,8.9,8.1,7.8,6.5,5.4,4.3,4.3,4.1,4.0,5.9,"41,950",85.6
5007,Benton,AR,AR-501,".Benton County, Arkansas",Benton,"222,593","229,171","234,938","239,461","244,841","251,591","259,212","266,585","272,266","279,141",5007.0,AR,"Benton County, AR",2.8,2.9,3.1,3.5,3.6,3.3,3.4,3.8,4.1,6.3,6.4,6.2,5.8,5.5,4.5,3.7,2.9,3.0,2.9,2.6,4.5,"70,775",144.4
5009,Boone,AR,AR-503,".Boone County, Arkansas",Boone,"36,893","37,086","37,333","37,328","37,116","37,119","37,259","37,459","37,385","37,432",5009.0,AR,"Boone County, AR",4.1,5.1,5.5,5.7,5.8,5.1,5.0,5.1,5.4,7.4,7.5,7.6,7.3,6.8,5.8,4.8,3.7,3.5,3.5,3.2,5.3,"50,083",102.2
5011,Bradley,AR,AR-505,".Bradley County, Arkansas",Bradley,"11,470","11,432","11,266","11,120","11,007","10,999","10,959","10,813","10,838","10,763",5011.0,AR,"Bradley County, AR",6.4,7.0,7.3,7.1,7.6,7.9,7.1,6.2,7.2,9.6,10.1,11.5,10.4,9.3,7.8,5.7,5.0,4.6,4.3,4.1,5.8,"39,982",81.6
5013,Calhoun,AR,AR-503,".Calhoun County, Arkansas",Calhoun,"5,362","5,243","5,278","5,192","5,167","5,200","5,143","5,201","5,227","5,189",5013.0,AR,"Calhoun County, AR",5.4,5.5,6.3,7.7,6.7,6.9,7.0,6.8,6.1,8.3,8.4,9.1,8.6,7.9,6.4,5.3,4.6,3.9,3.8,4.4,5.2,"48,415",98.8
5015,Carroll,AR,AR-503,".Carroll County, Arkansas",Carroll,"27,553","27,466","27,623","27,791","27,734","27,755","27,728","27,865","28,097","28,380",5015.0,AR,"Carroll County, AR",3.9,4.0,4.3,4.7,4.8,4.6,4.4,4.4,4.5,6.0,7.1,6.9,6.1,5.8,5.1,4.5,3.6,3.4,3.2,3.1,5.7,"43,841",89.4
5017,Chicot,AR,AR-505,".Chicot County, Arkansas",Chicot,"11,799","11,703","11,498","11,362","11,211","10,970","10,899","10,647","10,442","10,118",5017.0,AR,"Chicot County, AR",7.2,8.6,9.7,10.3,10.8,10.0,8.5,8.4,8.2,11.0,11.9,12.6,10.9,11.3,10.2,9.0,6.6,6.6,6.7,6.9,10.3,"37,014",75.5
5019,Clark,AR,AR-503,".Clark County, Arkansas",Clark,"22,925","22,928","22,755","22,582","22,557","22,513","22,602","22,184","22,313","22,320",5019.0,AR,"Clark County, AR",4.2,4.5,5.9,6.3,6.1,6.1,5.6,5.7,5.9,8.0,8.1,9.8,9.5,8.6,6.7,5.4,4.3,3.9,3.7,3.8,5.9,"44,105",90.0
5021,Clay,AR,AR-503,".Clay County, Arkansas",Clay,"16,050","15,876","15,710","15,484","15,299","15,206","15,060","14,865","14,763","14,551",5021.0,AR,"Clay County, AR",5.3,6.8,7.3,7.9,7.9,8.4,8.2,9.4,8.0,11.2,10.6,11.6,10.6,9.5,7.7,6.5,5.7,4.6,4.3,4.8,6.0,"40,686",83.0
5023,Cleburne,AR,AR-503,".Cleburne County, Arkansas",Cleburne,"25,986","25,875","25,763","25,625","25,591","25,355","25,173","25,059","24,994","24,919",5023.0,AR,"Cleburne County, AR",4.5,4.6,4.8,5.5,5.3,4.9,5.1,6.2,5.6,7.4,8.3,8.8,8.2,8.3,8.1,6.8,5.9,5.0,4.5,4.5,7.6,"46,214",94.3
5025,Cleveland,AR,AR-505,".Cleveland County, Arkansas",Cleveland,"8,677","8,674","8,609","8,515","8,399","8,284","8,245","8,162","7,995","7,956",5025.0,AR,"Cleveland County, AR",4.9,5.5,5.8,6.1,6.6,5.9,6.1,5.8,5.8,8.0,8.1,8.2,7.1,7.4,6.7,5.5,4.5,4.4,3.8,3.9,6.1,"53,773",109.7
5027,Columbia,AR,AR-503,".Columbia County, Arkansas",Columbia,"24,723","24,709","24,413","24,284","24,049","24,115","24,026","23,695","23,586","23,457",5027.0,AR,"Columbia County, AR",5.1,5.1,5.9,6.6,6.4,6.4,6.1,6.6,6.9,9.6,9.6,9.6,8.7,8.6,7.0,6.4,5.7,5.1,4.7,4.4,6.8,"42,964",87.6
5029,Conway,AR,AR-503,".Conway County, Arkansas",Conway,"21,219","21,128","21,141","21,088","20,995","20,936","20,874","20,810","20,825","20,846",5029.0,AR,"Conway County, AR",6.0,4.8,5.6,6.1,5.7,5.2,5.0,4.9,5.5,7.4,9.3,9.4,8.8,9.0,7.0,6.0,5.7,4.8,4.3,4.3,6.0,"46,924",95.7
5031,Craighead,AR,AR-503,".Craighead County, Arkansas",Craighead,"96,748","98,405","99,993","101,653","102,661","104,457","105,932","107,188","108,816","110,332",5031.0,AR,"Craighead County, AR",3.9,4.5,5.1,5.5,5.4,4.8,4.9,5.1,4.8,6.9,7.1,7.0,6.6,6.4,5.3,4.4,3.3,3.0,3.0,2.8,5.3,"47,766",97.4
5033,Crawford,AR,AR-503,".Crawford County, Arkansas",Crawford,"61,956","61,796","61,911","61,667","61,807","61,904","62,263","62,894","63,379","63,257",5033.0,AR,"Crawford County, AR",3.5,4.0,4.7,5.2,5.1,4.4,4.6,5.0,4.8,7.7,7.9,8.4,7.7,7.5,5.9,5.1,3.9,3.6,3.5,3.3,5.4,"44,600",91.0
5035,Crittenden,AR,AR-503,".Crittenden County, Arkansas",Crittenden,"50,958","50,517","50,077","49,739","49,536","49,019","49,306","48,716","48,363","47,955",5035.0,AR,"Crittenden County, AR",4.1,5.1,5.8,6.6,6.8,6.6,6.9,6.6,7.9,10.7,10.1,10.4,9.2,8.2,7.2,6.1,4.5,4.4,4.3,4.2,8.3,"41,976",85.6
5037,Cross,AR,AR-503,".Cross County, Arkansas",Cross,"17,862","17,809","17,703","17,521","17,181","17,255","17,025","16,792","16,630","16,419",5037.0,AR,"Cross County, AR",4.6,5.7,6.0,7.3,8.0,7.6,7.3,7.5,6.8,8.2,8.0,8.0,7.6,7.4,6.2,5.3,4.4,4.0,4.1,4.2,6.1,"45,273",92.4
5039,Dallas,AR,AR-503,".Dallas County, Arkansas",Dallas,"8,066","8,056","7,952","7,892","7,691","7,530","7,399","7,307","7,152","7,009",5039.0,AR,"Dallas County, AR",5.5,6.7,7.9,7.8,7.3,7.0,6.6,7.2,7.2,10.0,11.5,11.5,10.7,10.2,8.8,6.9,4.9,4.4,4.2,4.6,5.3,"41,314",84.3
5041,Desha,AR,AR-505,".Desha County, Arkansas",Desha,"12,954","12,731","12,590","12,502","12,270","12,029","11,905","11,743","11,507","11,361",5041.0,AR,"Desha County, AR",8.0,8.4,8.6,8.8,8.9,8.7,9.2,10.0,8.7,11.2,10.7,10.6,9.5,9.4,7.9,7.2,5.5,4.8,4.5,4.4,7.0,"37,005",75.5
5043,Drew,AR,AR-505,".Drew County, Arkansas",Drew,"18,666","18,735","18,788","18,686","18,642","18,613","18,553","18,370","18,328","18,219",5043.0,AR,"Drew County, AR",5.9,8.3,7.8,7.7,7.8,8.5,8.1,7.5,7.8,10.9,10.4,10.9,10.1,9.4,8.1,6.7,5.7,5.1,4.8,5.2,6.9,"44,162",90.1
5045,Faulkner,AR,AR-500,".Faulkner County, Arkansas",Faulkner,"114,026","116,280","118,523","119,176","120,562","121,241","122,206","123,530","125,138","126,007",5045.0,AR,"Faulkner County, AR",3.6,4.4,5.0,5.3,4.9,4.5,4.5,4.5,4.7,6.9,6.9,6.8,6.3,6.3,5.4,4.6,3.8,3.4,3.2,3.0,5.4,"58,482",119.3
5047,Franklin,AR,AR-503,".Franklin County, Arkansas",Franklin,"18,142","18,009","17,959","17,915","17,828","17,749","17,655","17,809","17,764","17,715",5047.0,AR,"Franklin County, AR",3.3,3.7,4.7,4.8,4.7,4.3,4.4,4.6,4.4,7.2,7.4,7.3,6.8,6.7,5.5,4.9,4.1,3.5,3.5,3.3,5.6,"45,670",93.2
5049,Fulton,AR,AR-503,".Fulton County, Arkansas",Fulton,"12,215","12,240","12,169","12,170","12,081","12,138","12,099","12,131","12,308","12,477",5049.0,AR,"Fulton County, AR",3.8,4.9,6.8,6.1,6.0,5.3,5.1,5.1,5.2,7.4,7.5,7.4,6.9,6.7,5.7,5.1,4.3,4.3,4.0,4.0,5.1,"32,926",67.2
5051,Garland,AR,AR-503,".Garland County, Arkansas",Garland,"96,067","96,854","96,986","97,654","97,758","97,814","98,282","98,327","98,966","99,386",5051.0,AR,"Garland County, AR",4.2,4.7,5.7,6.3,6.1,5.7,5.3,5.6,5.6,7.5,8.1,8.3,7.6,7.4,6.2,5.4,4.3,4.1,4.0,3.7,8.0,"45,786",93.4
5053,Grant,AR,AR-500,".Grant County, Arkansas",Grant,"17,886","17,947","18,038","18,046","18,074","18,016","18,064","18,103","18,180","18,265",5053.0,AR,"Grant County, AR",3.9,5.0,5.2,5.5,5.4,4.9,4.9,5.0,5.2,7.0,6.8,7.0,6.5,6.4,5.3,4.5,3.6,3.3,3.1,3.2,5.2,"58,566",119.5
5055,Greene,AR,AR-503,".Greene County, Arkansas",Greene,"42,201","42,763","43,229","43,160","43,788","44,300","44,730","44,993","45,339","45,325",5055.0,AR,"Greene County, AR",4.7,6.8,6.6,6.6,6.0,5.8,5.7,6.6,6.5,9.9,9.4,9.3,8.3,7.7,6.2,5.1,4.3,3.7,3.4,3.5,6.0,"47,098",96.1
5057,Hempstead,AR,AR-503,".Hempstead County, Arkansas",Hempstead,"22,596","22,488","22,344","22,420","22,326","22,085","22,032","21,876","21,685","21,532",5057.0,AR,"Hempstead County, AR",4.5,4.5,4.5,5.2,5.8,5.8,5.5,6.0,5.7,8.1,8.9,8.4,7.0,7.1,5.8,4.8,3.8,3.5,3.5,3.8,5.2,"40,867",83.4
5059,Hot Spring,AR,AR-503,".Hot Spring County, Arkansas",Hot Spring,"33,231","33,142","33,507","33,528","33,409","33,497","33,438","33,606","33,672","33,771",5059.0,AR,"Hot Spring County, AR",4.2,5.1,6.3,6.5,6.0,5.3,5.2,5.4,6.5,8.5,8.3,7.9,6.9,7.1,5.6,5.0,3.9,3.7,3.7,3.6,5.8,"45,860",93.6
5061,Howard,AR,AR-503,".Howard County, Arkansas",Howard,"13,796","13,816","13,675","13,543","13,492","13,336","13,350","13,365","13,302","13,202",5061.0,AR,"Howard County, AR",4.2,5.1,5.3,5.9,5.9,5.6,5.5,5.5,5.5,7.9,7.4,7.1,6.4,6.2,5.7,4.2,3.3,3.1,3.4,3.2,5.0,"41,427",84.5
5063,Independence,AR,AR-503,".Independence County, Arkansas",Independence,"36,809","36,884","36,953","36,885","37,080","37,035","37,117","37,391","37,768","37,825",5063.0,AR,"Independence County, AR",4.8,5.3,5.6,6.3,6.2,6.1,5.6,6.3,6.9,8.7,8.5,8.9,8.8,8.8,7.6,6.4,5.0,4.3,4.0,4.0,5.8,"47,903",97.7
